customer_id,risk_segment,churn_probability,likely_drivers,recommended_action,retention_priority
0230-WEQUW,low,0.013500000350177288,usage,Monitor monthly and reinforce the strongest positive behavior: usage.,3
2040-LDIWQ,low,0.02879999950528145,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
6496-JDSSB,medium,0.6811000108718872,"support_tickets, payments",Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
9408-SSNVZ,medium,0.6226999759674072,"usage, support_tickets, payments","Send targeted intervention before renewal risk increases. Suggested playbook: Offer onboarding, usage review, or workflow training to improve product adoption.",2
4443-EMBNA,low,0.008999999612569809,usage,Monitor monthly and reinforce the strongest positive behavior: usage.,3
6469-MRVET,low,0.1648000031709671,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
0742-MOABM,low,0.2825999855995178,"usage, support_tickets, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
5961-VUSRV,low,0.02710000053048134,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
6778-JFCMK,low,0.09350000321865082,"usage, support_tickets, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
6341-JVQGF,low,0.07039999961853027,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
2232-DMLXU,medium,0.5846999883651733,"usage, support_tickets, payments","Send targeted intervention before renewal risk increases. Suggested playbook: Offer onboarding, usage review, or workflow training to improve product adoption.",2
4811-JBUVU,low,0.31299999356269836,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
0945-TSONX,low,0.028999999165534973,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
2651-ZCBXV,low,0.20759999752044678,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
3316-UWXUY,low,0.21860000491142273,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
8937-RDTHP,high,0.7714999914169312,"support_tickets, payments",Contact within 48 hours. Primary playbook: Prioritize proactive support outreach and assign a customer success owner.,1
7083-MIOPC,low,0.005799999926239252,usage,Monitor monthly and reinforce the strongest positive behavior: usage.,3
1984-GPTEH,low,0.09480000287294388,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
1251-KRREG,medium,0.48919999599456787,"usage, support_tickets, payments","Send targeted intervention before renewal risk increases. Suggested playbook: Offer onboarding, usage review, or workflow training to improve product adoption.",2
0621-JFHOL,low,0.06960000097751617,"usage, support_tickets, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
9903-LYSAB,medium,0.4429999887943268,"support_tickets, payments",Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
0094-OIFMO,high,0.7495999932289124,"support_tickets, payments",Contact within 48 hours. Primary playbook: Prioritize proactive support outreach and assign a customer success owner.,1
9227-UAQFT,low,0.017999999225139618,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
7301-ABVAD,low,0.010099999606609344,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
6614-FHDBO,low,0.025599999353289604,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
7576-ASEJU,low,0.08709999918937683,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
9058-HRZSV,low,0.21580000221729279,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
4522-AKYLR,medium,0.4056999981403351,"usage, support_tickets, payments","Send targeted intervention before renewal risk increases. Suggested playbook: Offer onboarding, usage review, or workflow training to improve product adoption.",2
0221-WMXNQ,medium,0.517799973487854,"support_tickets, payments",Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
0303-UNCIP,low,0.07519999891519547,"usage, support_tickets",Monitor monthly and reinforce the strongest positive behavior: usage.,3
9947-OTFQU,medium,0.5978999733924866,"support_tickets, payments",Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
0322-YINQP,medium,0.5019999742507935,"usage, support_tickets, payments","Send targeted intervention before renewal risk increases. Suggested playbook: Offer onboarding, usage review, or workflow training to improve product adoption.",2
0959-WHOKV,low,0.3050000071525574,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
4075-JFPGR,low,0.10520000010728836,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
4629-NRXKX,medium,0.54830002784729,"support_tickets, payments",Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
9514-JDSKI,high,0.7315999865531921,"usage, support_tickets, payments","Contact within 48 hours. Primary playbook: Offer onboarding, usage review, or workflow training to improve product adoption.",1
3282-ZISZV,low,0.06800000369548798,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
3675-YDUPJ,low,0.11069999635219574,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
4111-BNXIF,low,0.031199999153614044,usage,Monitor monthly and reinforce the strongest positive behavior: usage.,3
7017-VFHAY,low,0.09860000014305115,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
6655-LHBYW,low,0.1525000035762787,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
4959-JOSRX,medium,0.5228000283241272,"usage, support_tickets, payments","Send targeted intervention before renewal risk increases. Suggested playbook: Offer onboarding, usage review, or workflow training to improve product adoption.",2
5046-NUHWD,low,0.2093999981880188,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
7273-TEFQD,medium,0.6280999779701233,"usage, support_tickets, payments","Send targeted intervention before renewal risk increases. Suggested playbook: Offer onboarding, usage review, or workflow training to improve product adoption.",2
3606-TWKGI,high,0.7174000144004822,"support_tickets, payments",Contact within 48 hours. Primary playbook: Prioritize proactive support outreach and assign a customer success owner.,1
7529-ZDFXI,low,0.3837999999523163,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
7605-BDWDC,low,0.027799999341368675,usage,Monitor monthly and reinforce the strongest positive behavior: usage.,3
1950-KSVVJ,low,0.13760000467300415,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
0123-CRBRT,low,0.01720000058412552,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
6292-TOSSS,low,0.014800000004470348,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
3197-ARFOY,medium,0.6157000064849854,"plan, support_tickets",Send targeted intervention before renewal risk increases. Suggested playbook: Review whether this plan tier matches the customer's actual usage pattern.,2
6323-AYBRX,low,0.01140000019222498,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
7014-ZZXAW,low,0.007600000128149986,usage,Monitor monthly and reinforce the strongest positive behavior: usage.,3
4385-GZQXV,medium,0.574400007724762,support_tickets,Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
7633-MVPUY,low,0.03220000118017197,usage,Monitor monthly and reinforce the strongest positive behavior: usage.,3
6366-ZGQGL,medium,0.5314000248908997,"usage, support_tickets, payments","Send targeted intervention before renewal risk increases. Suggested playbook: Offer onboarding, usage review, or workflow training to improve product adoption.",2
4716-HHKQH,medium,0.46639999747276306,support_tickets,Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
5940-AHUHD,medium,0.6858999729156494,"support_tickets, payments",Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
6432-TWQLB,medium,0.6955000162124634,"support_tickets, payments",Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
4484-GLZOU,medium,0.5077000260353088,support_tickets,Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
3179-GBRWV,low,0.2386000007390976,"usage, support_tickets, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
8645-KWHJO,low,0.24459999799728394,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
4130-MZLCC,low,0.311599999666214,"usage, support_tickets, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
0314-TKOSI,low,0.25769999623298645,"usage, support_tickets, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
8229-MYEJZ,low,0.30000001192092896,"usage, support_tickets, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
2080-SRCDE,low,0.22429999709129333,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
9577-WJVCQ,low,0.10249999910593033,"usage, support_tickets",Monitor monthly and reinforce the strongest positive behavior: usage.,3
9512-UIBFX,low,0.30169999599456787,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
6202-DYYFX,low,0.16040000319480896,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
3808-HFKDE,low,0.33739998936653137,"usage, support_tickets, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
5583-SXDAG,high,0.734499990940094,"usage, support_tickets, payments","Contact within 48 hours. Primary playbook: Offer onboarding, usage review, or workflow training to improve product adoption.",1
